Atalante	V	ATALENTER
.	Fs	.
L'	Da	LE
argent	Nc	ARGENT
qu'	Pr	QUE
ont	Vuc	AVOIR
les	Da	LE
soldats	Nc	SOLDAT
ne	Rp	NE
trouble	Vvc	TROUBLER
point	Rg	POINT
leur	Ds	LEUR
joie	Nc	JOIE
,	Fw	,
«	Fw	«
Et	Vvc	Et
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
pour	S	POUR
eux	Pp	EUX
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
bat	Vvc	BATTRE
la	Da	LE
monnaie	Nc	MONNAIE
.	Fs	.
Tant	Rg	TANT
de	S	DE
jours	Nc	JOUR|JOURS
ont	Vuc	AVOIR
passé	Ge	PASSER
que	Cs	QUE
je	Pp	JE
n'	Rp	NE
en	Pp	EN
ai	Vuc	AVOIR
pas	Rg	PAS
vu	Ge	VOIR
Que	Vvc	Que
je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
bien	Rg	BIEN
souvent	Rg	SOUVENT
n'	Rp	NE
en	Pp	EN
avoir	Vun	AVOIR
jamais	Rg	JAMAIS
eu	Ge	AVOIR
.	Fs	.
Rien	Pi	RIEN
ne	Rp	NE
m'	Pp	JE
a	Vuc	AVOIR
réussi	Ge	RÉUSSIR
,	Fw	,
tout	Rg	TOUT
m'	Pp	JE
a	Vuc	AVOIR
semblé	Ge	SEMBLER
funeste	Ag	FUNESTE
,	Fw	,
Mais	Vvc	Mais
tout	Di	TOUT
mon	Ds	MON
réconfort	Nc	RÉCONFORT
gît	Vvc	GÉSIR
au	S+Da	À+LE
bien	Nc	BIEN
qui	Pr	QUI
me	Pp	JE
reste	Vvc	RESTER
.	Fs	.
N'	Rp	NE
en	Pp	EN
espérez	Vvc	ESPÉRER
plus	Rg	PLUS
rien	Pi	RIEN
,	Fw	,
on	Pp	ON
a	Vuc	AVOIR
consumé	Ge	CONSUMER
tout	Rg	TOUT
,	Fw	,
Un	Vvc	Un
procès	Nc	PROCÈS
et	Cc	ET
vos	Ds	VOTRE
sœurs	Nc	sœurs
en	Pp	EN
ont	Vuc	AVOIR
trouvé	Ge	TROUVER
le	Da	LE
bout	Nc	BOUT
.	Fs	.
Et	Cc	ET
les	Da	LE
biens	Nc	BIEN
que	Pr	QUE
j'	Pp	JE
avais	Vuc	AVOIR
?	Fs	?
Ne	Rp	NE
parlez	Vvc	PARLER
plus	Rg	PLUS
des	S+Da	DE+LE|DE+LES
vôtres	As#Ps	VÔTRE
,	Fw	,
Vous	Nc	Vous
en	Pp	EN
avez	Vuc	AVOIR
autant	Rg	AUTANT
dépensé	Ge	DÉPENSER
que	Cs	QUE
les	Da	LE
autres	Pi	AUTRE
.	Fs	.
Je	Pp	JE
ne	Rp	NE
me	Pp	JE
prends	Vvc	PRENDRE
qu'	Cs	QUE
à	S	À
vous	Pp	VOUS
;	Fw	;
deviez	Vvc	DEVOIR|DÉVIER
-vous	Nc	-vous
pas	Rg	PAS
juger	Vvn	JUGER
Que	Vvc	Que
ce	Pd	CE
qui	Pr	QUI
me	Pp	JE
restait	Vvc	RESTER
se	Pp	IL
devait	Vvc	DEVOIR
ménager	Ag	MÉNAGER
?	Fs	?
Nous	Pp	NOUS
le	Pp	IL
verrons	Vvc	VOIR
bientôt	Rg	BIENTÔT
sans	S	SANS
aucune	Di	AUCUN
surprise	Nc	SURPRISE
,	Fw	,
Mais	Vvc	Mais
changeons	Vvc	CHANGER
cependant	Rg	CEPENDANT
d'	S	DE
habit	Nc	HABIT
et	Cc	ET
de	S	DE
chemise	Nc	CHEMISE
,	Fw	,
Et	Vvc	Et
je	Pp	JE
vous	Pp	VOUS
apprendrai	Vvc	APPRENDRE
par	S	PAR
divertissement	Nc	DIVERTISSEMENT
Tout	Vvc	Tout
ce	Pd	CE
que	Pr	QUE
font	Vvc	FAIRE
vos	Ds	VOTRE
sœurs	Nc	sœurs
pour	S	POUR
avoir	Vun	AVOIR
un	Dn	UN
amant	Nc	AMANT
.	Fs	.
Son	Ds	SON
nom	Nc	NOM
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
Polydas	Vvc	Polydas
.	Fs	.
Je	Pp	JE
ne	Rp	NE
le	Pp	IL
puis	Vvc	POUVOIR
connaître	Vvn	CONNAÎTRE
,	Fw	,
Mais	Vvc	Mais
dans	S	DANS
cet	Dd	CE
entretient	Vvc	ENTRETENIR
je	Pp	JE
ne	Rp	NE
vois	Vvc	ALLER|VOIR
rien	Pi	RIEN
paraître	Vvn	PARAÎTRE
.	Fs	.
Ne	Rp	NE
crois	Vvc	CROIRE|CROÎTRE
pas	Rg	PAS
m'	Pp	JE
abuser	Vvn	ABUSER
d'	S	DE
une	Dn	UN
fausse	Ag	FAUX
douceur	Nc	DOUCEUR
,	Fw	,
Je	Vvc	Je
veux	Vvc	VOULOIR
un	Dn	UN
compte	Nc	COMPTE
d'	S	DE
or	Nc	OR
,	Fw	,
et	Cc	ET
non	Rg	NON
pas	Rg	PAS
de	S	DE
ma	Ds	MON
sœur	Nc	sœur
.	Fs	.
Ils	Pp	ILS
sortent	Vvc	SORTIR
de	S	DE
la	Da	LE
maison	Nc	MAISON
d'	S	DE
Atalante	Ga	Atalante
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
vain	Ag	VAIN
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
se	Pp	IL
plaît	Vvc	PLAIRE
d'	S	DE
ordinaire	Ag	ORDINAIRE
À	Nc	À
louer	Vvn	LOUER|LOVER
sa	Ds	SON
vertu	Nc	VERTU
qui	Pr	QUI
n'	Rp	NE
est	Vuc	ÊTRE
qu'	Rg	QUE
imaginaire	Ag	IMAGINAIRE
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
s'	Pp	SE
estime	Vvc	ESTIMER
beaucoup	Rg	BEAUCOUP
pour	S	POUR
un	Dn	UN
peu	Rg	PEU
de	S	DE
beauté	Nc	BEAUTÉ
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
on	Pp	ON
rit	Vvc	RIRE
bien	Rg	BIEN
souvent	Rg	SOUVENT
de	S	DE
cette	Dd	CE
lâcheté	Nc	LÂCHETÉ
,	Fw	,
Il	Vvc	Il
conserve	Vvc	CONSERVER
son	Ds	SON
teint	Nc	TEINT
comme	S	COMME
une	Dn	UN
Damoiselle	Nc	DAMOISEAU
,	Fw	,
Il	Vvc	Il
se	Pp	IL
prise	Vvc	PRISER
partout	Rg	PARTOUT
autant	Rg	AUTANT
que	Cs	QUE
la	Da	LE
plus	Rg	PLUS
belle	Ag	BEAU
,	Fw	,
Il	Vvc	Il
me	Pp	JE
veut	Vvc	VOULOIR
imiter	Vvn	IMITER
,	Fw	,
il	Pp	IL
fait	Vvc	FAIRE
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
fais	Vvc	FAIRE
,	Fw	,
Il	Vvc	Il
croit	Vvc	CROIRE|CROÎTRE
être	Vun	ÊTRE
honnête	Ag	HONNÊTE
homme	Nc	HOMME
,	Fw	,
et	Cc	ET
ne	Rp	NE
le	Pp	IL
fût	Vuc	ÊTRE
jamais	Rg	JAMAIS
.	Fs	.
En	S	EN
un	Dn	UN
mot	Nc	MOT
je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
vu	Ge	VOIR
d'	S	DE
une	Dn	UN
humeur	Nc	HUMEUR
si	Rg	SI
fantasque	Ag	FANTASQUE
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
essayait	Vvc	ESSAYER
mes	Ds	MON
gants	Nc	GANT|GANTS
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
s'	Pp	SE
ajustait	Vvc	AJUSTER
un	Dn	UN
masque	Nc	MASQUE
.	Fs	.
Il	Pp	IL
craignait	Vvc	CRAINDRE
le	Da	LE
serein	Nc	SEREIN
,	Fw	,
le	Da	LE
Soleil	Nc	SOLEIL
et	Cc	ET
le	Da	LE
feu	Nc	FEU
,	Fw	,
Et	Vvc	Et
de	S	DE
peur	Nc	PEUR
de	S	DE
rougir	Vvn	ROUGIR
,	Fw	,
il	Pp	IL
ne	Rp	NE
marchait	Vvc	MARCHER
qu'	Rg	QUE
un	Dn	UN
peu	Rg	PEU
.	Fs	.
Je	Pp	JE
l'	Pp	IL
aime	Vvc	AIMER
toutefois	Rg	TOUTEFOIS
sachant	Ga	SAVOIR
bien	Rg	BIEN
sa	Ds	SON
naissance	Nc	NAISSANCE
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
en	Pp	EN
tirerez	Vvc	TIRER
beaucoup	Rg	BEAUCOUP
d'	S	DE
obéissance	Nc	OBÉISSANCE
,	Fw	,
Je	Vvc	Je
sais	Vvc	SAVOIR
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
fidèle	Ag	FIDÈLE
,	Fw	,
et	Cc	ET
qu'	Cs	QUE
à	S	À
cause	Nc	CAUSE
de	S	DE
moi	Pp	JE
Il	Ga	Il
fera	Vvc	FAIRE|FERRER
son	Ds	SON
devoir	Nc	DEVOIR
,	Fw	,
et	Cc	ET
me	Pp	JE
tiendra	Vvc	TENIR
sa	Ds	SON
foi	Nc	FOI
,	Fw	,
Et	Vvc	Et
s'	Cs	SI
il	Pp	IL
vous	Pp	VOUS
peut	Vvc	POUVOIR
servir	Vvn	SERVIR
dans	S	DANS
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
peut	Vvc	POUVOIR
entendre	Vvn	ENTENDRE
,	Fw	,
Vous	Nc	Vous
m'	Pp	JE
obligerez	Vvc	OBLIGER
bien	Rg	BIEN
si	Cs	SI
vous	Pp	VOUS
le	Pp	IL
daignez	Vvc	DAIGNER
prendre	Vvn	PRENDRE
.	Fs	.
L'	Pp	IL
ayant	Ga	AVOIR
de	S	DE
votre	Ds	VOTRE
main	Nc	MAIN
,	Fw	,
je	Pp	JE
le	Pp	IL
veux	Vvc	VOULOIR
estimer	Vvn	ESTIMER
,	Fw	,
Et	Vvc	Et
puisque	Cs	PUISQUE
vous	Pp	VOUS
l'	Pp	IL
aimez	Vvc	AIMER
,	Fw	,
il	Pp	IL
me	Pp	JE
pourra	Vvc	POUVOIR
charmer	Vvn	CHARMER
.	Fs	.
Sa	Ds	SON
fortune	Nc	FORTUNE
chez	S	CHEZ
moi	Pp	JE
ne	Rp	NE
sera	Vuc	ÊTRE
pas	Rg	PAS
trop	Rg	TROP
grande	Ag	GRAND
,	Fw	,
Toutefois	Vvc	Toutefois
en	S	EN
entrant	Ga	ENTRER
je	Pp	JE
veux	Vvc	VOULOIR
qu'	Cs	QUE
il	Pp	IL
y	Pp	Y
commande	Vvc	COMMANDER
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
y	Pp	Y
soit	Vuc	ÊTRE
respecté	Ge	RESPECTER
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
sorte	Vvc	SORTIR
à	S	À
son	Ds	SON
désir	Nc	DÉSIR
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
enfin	Rg	ENFIN
nuit	Nc	NUIT
et	Cc	ET
jour	Nc	JOUR
il	Pp	IL
cherche	Vvc	CHERCHER
son	Ds	SON
plaisir	Nc	PLAISIR
.	Fs	.
Il	Pp	IL
n'	Rp	NE
aurait	Vuc	AVOIR
pas	Rg	PAS
besoin	Nc	BESOIN
d'	S	DE
une	Dn	UN
telle	Ag	TEL
licence	Nc	LICENCE
.	Fs	.
Qu'	Cs	QUE
il	Pp	IL
n'	Rp	NE
appréhende	Vvc	APPRÉHENDER
point	Rg	POINT
aucune	Di	AUCUN
violence	Nc	VIOLENCE
.	Fs	.
Il	Pp	IL
a	Vuc	AVOIR
ses	Ds	SON
volontés	Nc	VOLONTÉ
,	Fw	,
il	Pp	IL
en	Pp	EN
peut	Vvc	POUVOIR
disposer	Vvn	DISPOSER
,	Fw	,
Étant	Nc	Étant
chez	S	CHEZ
moi	Pp	JE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
il	Pp	IL
pourra	Vvc	POUVOIR
tout	Rg	TOUT
oser	Vvn	OSER
.	Fs	.
Ne	Rp	NE
sois	Vuc	ÊTRE
plus	Rg	PLUS
glorieux	Ag	GLORIEUX
,	Fw	,
prends	Vvc	PRENDRE
le	Da	LE
soin	Nc	SOIN
de	S	DE
lui	Pp	IL
plaire	Vvn	PLAIRE
,	Fw	,
Autrement	Nc	Autrement
sois	Vuc	ÊTRE
certain	Ag	CERTAIN
d'	S	DE
éprouver	Vvn	ÉPROUVER
ma	Ds	MON
colère	Nc	COLÈRE
:	Fw	:
Si	Cs	SI
tu	Pp	TU
ne	Rp	NE
te	Pp	TU
résous	Vvc	RÉSOUDRE
désormais	Rg	DÉSORMAIS
à	S	À
changer	Vvn	CHANGER
,	Fw	,
Adieu	Nc	ADIEU
,	Fw	,
n'	Rp	NE
arrête	Vvc	ARRÊTER
plus	Rg	PLUS
,	Fw	,
tâche	Vvc	TÂCHER
à	S	À
me	Pp	JE
soulager	Vvn	SOULAGER
.	Fs	.
Ma	Ds	MON
sœur	Nc	sœur
.	Fs	.
Parle	Vvc	PARLER
autrement	Rg	AUTREMENT
.	Fs	.
Madame	Nc	MADAME
je	Pp	JE
vous	Pp	VOUS
jure	Vvc	JURER
Que	Nc	Que
vous	Pp	VOUS
n'	Rp	NE
en	Pp	EN
recevrez	Vvc	RECEVOIR
jamais	Rg	JAMAIS
aucune	Di	AUCUN
injure	Nc	INJURE
,	Fw	,
Et	Vvc	Et
que	Rg	QUE
puisque	Cs	PUISQUE
Monsieur	Nc	MONSIEUR
me	Pp	JE
fait	Vvc	FAIRE
un	Dn	UN
tel	Ag	TEL
honneur	Nc	HONNEUR
,	Fw	,
S'	Vvc	S'
il	Pp	IL
en	Pp	EN
a	Vuc	AVOIR
du	Dp	DU
plaisir	Nc	PLAISIR
,	Fw	,
j'	Pp	JE
en	Pp	EN
aurai	Vuc	AVOIR
du	Dp	DU
bonheur	Nc	BONHEUR
.	Fs	.
Tantôt	Vvc	Tantôt
je	Pp	JE
t'	Pp	TU
irai	Vvc	ALLER
voir	Vvn	VOIR
.	Fs	.
Il	Pp	IL
dit	Vvc	DIRE
ceci	Pd	CECI
bas	Ag	BAS
.	Fs	.
Sa	Ds	SON
fortune	Nc	FORTUNE
est	Vuc	ÊTRE
extrême	Ag	EXTRÊME
,	Fw	,
Je	Vvc	Je
voudrais	Vvc	VOULOIR
être	Vun	ÊTRE
clerc	Nc	CLERC
pour	S	POUR
être	Vun	ÊTRE
aimé	Ge	AIMER
de	S	DE
même	Pi	MÊME
.	Fs	.
Monsieur	Nc	MONSIEUR
je	Pp	JE
n'	Rp	NE
eûs	Vuc	AVOIR
jamais	Rg	JAMAIS
d'	S	DE
assez	Rg	ASSEZ
doux	Ag	DOUX
compliment	Nc	COMPLIMENT
,	Fw	,
Qui	Vvc	Qui
suffise	Vvc	SUFFIRE
assez	Rg	ASSEZ
bien	Rg	BIEN
à	S	À
ce	Dd	CE
remerciement	Nc	REMERCIEMENT
,	Fw	,
Mais	Vvc	Mais
dans	S	DANS
l'	Da	LE
occasion	Nc	OCCASION
je	Pp	JE
me	Pp	JE
rendrai	Vvc	RENDRE
capable	Ag	CAPABLE
De	Vvc	De
vous	Pp	VOUS
faire	Vvn	FAIRE
trouver	Vvn	TROUVER
mon	Ds	MON
service	Nc	SERVICE
agréable	Ag	AGRÉABLE
.	Fs	.
Je	Pp	JE
ne	Rp	NE
croirai	Vvc	CROIRE
jamais	Rg	JAMAIS
que	Cs	QUE
le	Da	LE
sort	Nc	SORT
me	Pp	JE
soit	Vuc	ÊTRE
doux	Ag	DOUX
Que	Vvc	Que
quand	Cs	QUAND
j'	Pp	JE
aurai	Vuc	AVOIR
l'	Da	LE
honneur	Nc	HONNEUR
d'	S	DE
être	Vun	ÊTRE
employé	Ge	EMPLOYER
de	S	DE
vous	Pp	VOUS
.	Fs	.
Que	Cs	QUE
ta	Ds	TON
condition	Nc	CONDITION
Sicandre	Nc	Sicandre
est	Vuc	ÊTRE
belle	Ag	BEAU
et	Cc	ET
rare	Ag	RARE
!	Fs	!
Elle	Pp	IL
pourrait	Vvc	POUVOIR
toucher	Vvn	TOUCHER
les	Da	LE
esprits	Nc	ESPRIT|ESPRITS
d'	S	DE
un	Dn	UN
barbare	Ag	BARBARE
,	Fw	,
Et	Vvc	Et
pour	S	POUR
un	Dn	UN
tel	Ag	TEL
bonheur	Nc	BONHEUR
à	S	À
qui	Pr	QUI
rien	Pi	RIEN
n'	Rp	NE
est	Vuc	ÊTRE
égal	Ag	ÉGAL
;	Fw	;
Un	Vvc	Un
rocher	Nc	ROCHER
deviendrait	Vvc	DEVENIR
ou	Cc	OU
jaloux	Ag	JALOUX
,	Fw	,
ou	Cc	OU
rival	Nc	RIVAL
.	Fs	.
Être	Nc	Être
aimé	Ge	AIMER
d'	S	DE
Atalante	Ga	Atalante
,	Fw	,
ô	I	OH
quelle	Dt	QUEL
grande	Ag	GRAND
joie	Nc	JOIE
!	Fs	!
Il	Pp	IL
paraît	Vvc	PARAÎTRE
que	Cs	QUE
tes	Ds	TON
jours	Nc	JOUR|JOURS
sont	Vuc	ÊTRE
tous	Pi	TOUT
filés	Ge	FILER
de	S	DE
soie	Nc	SOIE
,	Fw	,
Et	Vvc	Et
tu	Pp	TU
te	Pp	TU
peux	Vvc	POUVOIR
vanter	Vvn	VANTER
de	S	DE
goûter	Vvn	GOÛTER
un	Dn	UN
plaisir	Nc	PLAISIR
,	Fw	,
Qui	Vvc	Qui
bornant	Ga	BORNER
ta	Ds	TON
fortune	Nc	FORTUNE
a	Vuc	AVOIR
borné	Ge	BORNER
mon	Ds	MON
désir	Nc	DÉSIR
.	Fs	.
Ce	Dd	CE
miracle	Nc	MIRACLE
en	S	EN
beauté	Nc	BEAUTÉ
quelquefois	Rg	QUELQUEFOIS
te	Pp	TU
regarde	Vvc	REGARDER
,	Fw	,
Un	Vvc	Un
homme	Nc	HOMME
est	Vuc	ÊTRE
trop	Rg	TROP
heureux	Ag	HEUREUX
d'	S	DE
en	Pp	EN
avoir	Vun	AVOIR
une	Dn	UN
œillade	Nc	œillade
,	Fw	,
Et	Vvc	Et
si	Cs	SI
j'	Pp	JE
osais	Vvc	OSER
attendre	Vvn	ATTENDRE
un	Dn	UN
tel	Ag	TEL
contentement	Nc	CONTENTEMENT
,	Fw	,
Je	Vvc	Je
craindrais	Vvc	CRAINDRE
de	S	DE
mourir	Vvn	MOURIR
par	S	PAR
un	Dn	UN
ravissement	Nc	RAVISSEMENT
.	Fs	.
Monsieur	Nc	MONSIEUR
il	Pp	IL
est	Vuc	ÊTRE
bien	Rg	BIEN
vrai	Ag	VRAI
;	Fw	;
quand	Cs	QUAND
je	Pp	JE
me	Pp	JE
considère	Vvc	CONSIDÉRER
Je	Vvc	Je
me	Pp	JE
dois	Vvc	DEVOIR
consoler	Vvn	CONSOLER
dans	S	DANS
ma	Ds	MON
triste	Ag	TRISTE
misère	Nc	MISÈRE
,	Fw	,
Et	Vvc	Et
de	S	DE
quelque	Di	QUELQUE
disgrâce	Nc	DISGRÂCE
,	Fw	,
ou	Cc	OU
de	S	DE
quelque	Di	QUELQUE
douleur	Nc	DOULEUR
,	Fw	,
Que	Vvc	Que
le	Da	LE
Ciel	Nc	CIEL
désormais	Rg	DÉSORMAIS
augmente	Vvc	AUGMENTER
ce	Dd	CE
malheur	Nc	MALHEUR
,	Fw	,
Je	Vvc	Je
m'	Pp	JE
estimerai	Vvc	ESTIMER
trop	Rg	TROP
pourvu	Ge	POURVOIR
que	Cs	QUE
je	Pp	JE
la	Pp	IL
voie	Vvc	ALLER|VOIR
Dans	Vvc	Dans
un	Dn	UN
durable	Ag	DURABLE
état	Nc	ÉTAT
de	S	DE
conserver	Vvn	CONSERVER
ma	Ds	MON
joie	Nc	JOIE
.	Fs	.
D'abord	Nc	D'abord
qu'	Pr	QUE
on	Pp	ON
m'	Pp	JE
en	Pp	EN
parla	Vvc	PARLER
,	Fw	,
je	Pp	JE
me	Pp	JE
vis	Vvc	VIVRE|VOIR
curieux	Ag	CURIEUX
D'	Nc	D'
éprouver	Vvn	ÉPROUVER
de	S	DE
plus	Rg	PLUS
près	Rg	PRÈS
le	Da	LE
pouvoir	Nc	POUVOIR
de	S	DE
ses	Ds	SON
yeux	Nc	OEIL|YEUX
,	Fw	,
Je	Vvc	Je
l'	Pp	IL
aimai	Vvc	AIMER
sans	S	SANS
la	Pp	IL
voir	Vvn	VOIR
,	Fw	,
mais	Cc	MAIS
après	S	APRÈS
l'	Pp	IL
avoir	Vun	AVOIR
vue	Ge	VOIR
,	Fw	,
Mon	Nc	Mon
âme	Nc	ÂME
n'	Rp	NE
usa	Vvc	USER
plus	Rg	PLUS
d'	S	DE
aucune	Di	AUCUN
retenu	Ge	RETENIR
,	Fw	,
Et	Vvc	Et
par	S	PAR
mes	Ds	MON
actions	Nc	ACTION
j'	Pp	JE
ai	Vuc	AVOIR
fait	Ge	FAIRE
voir	Vvn	VOIR
que	Cs	QUE
mon	Ds	MON
cœur	Nc	cœur
S'	Ag	S'
est	Vuc	ÊTRE
rendu	Ge	RENDRE
son	Ds	SON
esclave	Nc	ESCLAVE
et	Cc	ET
son	Ds	SON
adorateur	Nc	ADORATEUR
.	Fs	.
Dans	S	DANS
un	Dn	UN
bien	Rg	BIEN
si	Rg	SI
puissant	Ag	PUISSANT
j'	Pp	JE
aurais	Vuc	AVOIR
tout	Di	TOUT
l'	Da	LE
avantage	Nc	AVANTAGE
,	Fw	,
Si	Vvc	Si
ma	Ds	MON
flamme	Nc	FLAMME
parfois	Rg	PARFOIS
était	Vuc	ÊTRE
sur	S	SUR
mon	Ds	MON
visage	Nc	VISAGE
,	Fw	,
Mais	Vvc	Mais
peut-être	Rg	PEUT-ÊTRE
elle	Pp	IL
croit	Vvc	CROIRE|CROÎTRE
quand	Cs	QUAND
je	Pp	JE
rougis	Vvc	ROUGIR
un	Dn	UN
peu	Rg	PEU
,	Fw	,
Que	Vvc	Que
je	Pp	JE
rougis	Vvc	ROUGIR
de	S	DE
honte	Nc	HONTE
,	Fw	,
et	Cc	ET
non	Rg	NON
pas	Rg	PAS
de	S	DE
mon	Ds	MON
feu	Nc	FEU
Il	Ag	Il
est	Vuc	ÊTRE
vrai	Ag	VRAI
,	Fw	,
je	Pp	JE
le	Pp	IL
dois	Vvc	DEVOIR
,	Fw	,
car	Cc	CAR
sachant	Ga	SAVOIR
son	Ds	SON
mérite	Nc	MÉRITE
Je	Vvc	Je
me	Pp	JE
veux	Vvc	VOULOIR
élever	Vvn	ÉLEVER
,	Fw	,
et	Cc	ET
je	Pp	JE
me	Pp	JE
précipite	Vvc	PRÉCIPITER
,	Fw	,
Cet	Vvc	Cet
ange	Nc	ANGE
à	S	À
qui	Pr	QUI
mon	Ds	MON
cœur	Nc	cœur
sert	Vvc	SERVIR
aujourd'hui	Rg	AUJOURD'HUI
d'	S	DE
autel	Nc	AUTEL
Doit	Vvc	DEVOIR
avoir	Vun	AVOIR
pour	S	POUR
amant	Nc	AMANT
un	Dn	UN
autre	Ag	AUTRE
qu'	Cs	QUE
un	Dn	UN
mortel	Nc	MORTEL
.	Fs	.
Mais	Cc	MAIS
pour	S	POUR
un	Dn	UN
tel	Ag	TEL
soleil	Nc	SOLEIL
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
je	Pp	JE
m'	Pp	JE
égare	Vvc	ÉGARER
,	Fw	,
Et	Vvc	Et
pour	S	POUR
lui	Pp	IL
désormais	Rg	DÉSORMAIS
je	Pp	JE
veux	Vvc	VOULOIR
vivre	Vvn	VIVRE
en	Pp	EN
Icare	Vvc	Icare
.	Fs	.
Que	Cs	QUE
si	Cs	SI
j'	Pp	JE
ai	Vuc	AVOIR
son	Ds	SON
trépas	Nc	TRÉPAS
comme	Cs	COMME
j'	Pp	JE
ai	Vuc	AVOIR
son	Ds	SON
défaut	Nc	DÉFAUT
,	Fw	,
Je	Vvc	Je
me	Pp	JE
pourrai	Vvc	POUVOIR
vanter	Vvn	VANTER
d'	S	DE
avoir	Vun	AVOIR
volé	Ge	VOLER
plus	Rg	PLUS
haut	Ag	HAUT
.	Fs	.
Offrez	Vvc	OFFRIR
avec	S	AVEC
respect	Nc	RESPECT
votre	Ds	VOTRE
amour	Nc	AMOUR
légitime	Ag	LÉGITIME
,	Fw	,
Aimer	Nc	AIMER
ce	Pd	CE
qu'	Pr	QUE
on	Pp	ON
voit	Vvc	VOIR
beau	Ag	BEAU
ne	Rp	NE
tient	Vvc	TENIR
pas	Rg	PAS
lieu	Nc	LIEU
de	S	DE
crime	Nc	CRIME
:	Fw	:
Cherchez	Vvc	CHERCHER
par	S	PAR
ce	Dd	CE
moyen	Nc	MOYEN
à	S	À
soulager	Vvn	SOULAGER
vos	Ds	VOTRE
maux	Nc	MAL
,	Fw	,
Vous	Nc	Vous
ferez	Vvc	FAIRE|FERRER
en	S	EN
cela	Pd	CELA
ce	Pd	CE
que	Pr	QUE
font	Vvc	FAIRE
vos	Ds	VOTRE
rivaux	Nc	RIVAL
.	Fs	.
Mais	Cc	MAIS
toi	Pp	TU
qui	Pr	QUI
la	Pp	IL
connais	Vvc	CONNAÎTRE
,	Fw	,
penses	Vvc	PENSER
-tu	Vvn	-tu
que	Cs	QUE
son	Ds	SON
âme	Nc	ÂME
À	Nc	À
preuve	Ge	PRÉVOIR
ma	Ds	MON
recherche	Nc	RECHERCHE
,	Fw	,
et	Cc	ET
brûle	Vvc	BRÛLER
de	S	DE
ma	Ds	MON
flamme	Nc	FLAMME
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
de	S	DE
quoi	Pr	QUE|QUOI
mon	Ds	MON
esprit	Nc	ESPRIT
ne	Rp	NE
vous	Pp	VOUS
peut	Vvc	POUVOIR
assurer	Vvn	ASSURER
,	Fw	,
Mais	Vvc	Mais
découvrez	Vvc	DÉCOUVRIR
le	Da	LE
mal	Nc	MAL
,	Fw	,
que	Pr	QUE
sert	Vvc	SERVIR
de	S	DE
l'	Pp	IL
endurer	Vvn	ENDURER
?	Fs	?
En	S	EN
tout	Di	TOUT
cas	Nc	CAS
un	Dn	UN
refus	Nc	REFUS
.	Fs	.
Tu	Pp	TU
l'	Pp	IL
as	Vuc	AVOIR
trouvé	Ge	TROUVER
Sicandre	Nc	Sicandre
,	Fw	,
Et	Vvc	Et
tu	Pp	TU
me	Pp	JE
serviras	Vvc	SERVIR
si	Cs	SI
j'	Pp	JE
ose	Vvc	OSER
l'	Pp	IL
entreprendre	Vvn	ENTREPRENDRE
.	Fs	.
Allons	Vvc	ALLER
cela	Pd	CELA
suffit	Vvc	SUFFIRE
,	Fw	,
ce	Dd	CE
jour	Nc	JOUR
m'	Pp	JE
est	Vuc	ÊTRE
trop	Rg	TROP
heureux	Ag	HEUREUX
,	Fw	,
Sois	Vvc	SAVOIR
donc	Rg	DONC
autant	Rg	AUTANT
ami	Nc	AMI
que	Pr	QUE
je	Pp	JE
suis	Vuc	ÊTRE
amoureux	Ag	AMOUREUX
.	Fs	.
Je	Pp	JE
ne	Rp	NE
te	Pp	TU
puis	Vvc	POUVOIR
celer	Vvn	CELER
cher	Ag	CHER
ami	Nc	AMI
Calliante	Ga	Calliante
Un	Vvc	Un
mal	Rg	MAL
assez	Rg	ASSEZ
puissant	Ag	PUISSANT
,	Fw	,
et	Cc	ET
contre	S	CONTRE
ton	Ds	TON
attente	Nc	ATTENTE
,	Fw	,
Nous	Vvc	Nous
n'	Rp	NE
aimons	Vvc	AIMER
qu'	Rg	QUE
en	S	EN
un	Dn	UN
lieu	Nc	LIEU
